,insee,nom,bureau,bv_reconciliation
470,01004,Ambérieu-en-Bugey,01004_4,4
471,01004,Ambérieu-en-Bugey,01004_5,5
481,01004,Ambérieu-en-Bugey,01004_6,6
482,01004,Ambérieu-en-Bugey,01004_7,7
483,01004,Ambérieu-en-Bugey,01004_8,8
484,01014,Arbent,01014_1,1
488,01014,Arbent,01014_2,2
489,01015,Arboys-en-Bugey,01015_1,1
490,01015,Arboys-en-Bugey,01015_2,2
491,01024,Attignat,01024_1,1
494,01024,Attignat,01024_2,2
500,01033,Valserhône,01033_2,2
501,01033,Valserhône,01033_3,3
502,01025,Bâgé-Dommartin,01025_1,1
503,01025,Bâgé-Dommartin,01025_2,2
504,01033,Valserhône,01033_4,4
505,01033,Valserhône,01033_5,5
506,01033,Valserhône,01033_6,6
507,01025,Bâgé-Dommartin,01025_3,3
508,01027,Balan,01027_1,1
509,01027,Balan,01027_2,2
513,01033,Valserhône,01033_8,8
514,01034,Belley,01034_1,
518,01031,Bellignat,01031_1,1
519,01031,Bellignat,01031_2,2
520,01032,Béligneux,01032_2,2
521,01033,Valserhône,01033_1,1
522,01033,Valserhône,01033_10,10
523,01034,Belley,01034_2,2
524,01034,Belley,01034_3,3
525,01034,Belley,01034_4,4
526,01053,Bourg-en-Bresse,01053_13,13
527,01053,Bourg-en-Bresse,01053_15,15
528,01053,Bourg-en-Bresse,01053_16,16
529,01053,Bourg-en-Bresse,01053_18,18
530,01053,Bourg-en-Bresse,01053_19,19
533,01034,Belley,01034_5,5
534,01034,Belley,01034_6,6
535,01053,Bourg-en-Bresse,01053_2,2
536,01053,Bourg-en-Bresse,01053_3,3
537,01053,Bourg-en-Bresse,01053_4,4
538,01053,Bourg-en-Bresse,01053_5,5
539,01053,Bourg-en-Bresse,01053_6,6
540,01036,Valromey-sur-Séran,01036_1,1
541,01004,Ambérieu-en-Bugey,01004_2,2
542,01004,Ambérieu-en-Bugey,01004_3,3
543,01071,Cessy,01071_3,3
544,01072,Ceyzériat,01072_1,1
545,01072,Ceyzériat,01072_2,2
546,01053,Bourg-en-Bresse,01053_7,7
547,01053,Bourg-en-Bresse,01053_8,8
548,01053,Bourg-en-Bresse,01053_9,9
549,01065,Buellas,01065_1,1
550,01036,Valromey-sur-Séran,01036_2,2
551,01036,Valromey-sur-Séran,01036_3,3
552,01080,Champdor-Corcelles,01080_1,1
553,01080,Champdor-Corcelles,01080_2,2
554,01089,Château-Gaillard,01089_1,1
555,01093,Châtillon-sur-Chalaronne,01093_1,1
556,01065,Buellas,01065_2,2
557,01071,Cessy,01071_1,1
558,01036,Valromey-sur-Séran,01036_4,4
559,01071,Cessy,01071_2,2
560,01142,Dagneux,01142_1,1
561,01142,Dagneux,01142_2,2
562,01043,Beynost,01043_2,2
563,01093,Châtillon-sur-Chalaronne,01093_2,2
564,01093,Châtillon-sur-Chalaronne,01093_3,3
565,01095,Nivigne et Suran,01095_1,1
566,01142,Dagneux,01142_3,3
567,01143,Divonne-les-Bains,01143_1,1
568,01143,Divonne-les-Bains,01143_2,2
569,01043,Beynost,01043_3,3
570,01143,Divonne-les-Bains,01143_3,3
571,01143,Divonne-les-Bains,01143_4,4
572,01143,Divonne-les-Bains,01143_5,5
573,01095,Nivigne et Suran,01095_2,2
574,01098,Chazey-Bons,01098_1,1
575,01098,Chazey-Bons,01098_2,2
576,01099,Chazey-sur-Ain,01099_1,1
577,01099,Chazey-sur-Ain,01099_2,2
578,01105,Civrieux,01105_1,1
579,01105,Civrieux,01105_2,2
580,01049,La Boisse,01049_2,2
581,01053,Bourg-en-Bresse,01053_1,1
582,01157,Fareins,01157_1,1
583,01157,Fareins,01157_2,2
584,01159,Feillens,01159_1,1
585,01053,Bourg-en-Bresse,01053_11,11
586,01130,Bresse Vallons,01130_1,1
587,01130,Bresse Vallons,01130_2,2
588,01053,Bourg-en-Bresse,01053_12,12
589,01135,Crozet,01135_1,1
590,01135,Crozet,01135_2,2
591,01138,Culoz,01138_1,1
592,01160,Ferney-Voltaire,01160_1,1
593,01160,Ferney-Voltaire,01160_2,2
594,01160,Ferney-Voltaire,01160_3,3
595,01160,Ferney-Voltaire,01160_4,4
596,01202,Lagnieu,01202_2,2
597,01138,Culoz,01138_2,2
598,01166,Frans,01166_2,2
599,01173,Gex,01173_1,1
600,01173,Gex,01173_2,2
601,01173,Gex,01173_3,3
602,01163,Foissiat,01163_2,2
603,01165,Francheleins,01165_1,1
604,01165,Francheleins,01165_2,2
605,01202,Lagnieu,01202_3,3
606,01202,Lagnieu,01202_5,5
607,01202,Lagnieu,01202_6,6
608,01173,Gex,01173_4,4
609,01173,Gex,01173_5,5
610,01179,Grièges,01179_2,2
611,01185,Plateau d'Hauteville,01185_1,1
612,01249,Miribel,01249_4,4
613,01249,Miribel,01249_5,5
614,01249,Miribel,01249_6,6
615,01262,Montluel,01262_1,1
616,01215,Surjoux-Lhopital,01215_1,1
617,01185,Plateau d'Hauteville,01185_2,2
618,01185,Plateau d'Hauteville,01185_3,3
619,01185,Plateau d'Hauteville,01185_4,4
620,01215,Surjoux-Lhopital,01215_2,2
621,01224,Loyettes,01224_1,1
622,01224,Loyettes,01224_2,2
623,01185,Plateau d'Hauteville,01185_5,5
624,01185,Plateau d'Hauteville,01185_6,6
625,01189,Injoux-Génissiat,01189_2,2
626,01262,Montluel,01262_2,2
627,01262,Montluel,01262_4,4
628,01232,Marboz,01232_1,1
629,01263,Montmerle-sur-Saône,01263_1,1
630,01263,Montmerle-sur-Saône,01263_2,2
631,01263,Montmerle-sur-Saône,01263_3,3
632,01265,Montréal-la-Cluse,01265_1,1
633,01266,Montrevel-en-Bresse,01266_1,1
634,01189,Injoux-Génissiat,01189_3,3
635,01192,Izernore,01192_1,1
636,01192,Izernore,01192_2,2
637,01194,Jassans-Riottier,01194_1,1
638,01194,Jassans-Riottier,01194_2,2
639,01232,Marboz,01232_2,2
640,01194,Jassans-Riottier,01194_3,3
641,01194,Jassans-Riottier,01194_4,4
642,01202,Lagnieu,01202_1,1
643,01283,Oyonnax,01283_1,1
644,01266,Montrevel-en-Bresse,01266_2,2
645,01269,Nantua,01269_1,1
646,01269,Nantua,01269_2,2
647,01238,Massieux,01238_1,1
648,01238,Massieux,01238_2,2
649,01275,Neyron,01275_1,1
650,01275,Neyron,01275_2,2
651,01277,Nivollet-Montgriffon,01277_1,1
652,01277,Nivollet-Montgriffon,01277_2,2
653,01281,Ornex,01281_1,1
654,01281,Ornex,01281_2,2
655,01283,Oyonnax,01283_10,10
656,01283,Oyonnax,01283_11,11
657,01283,Oyonnax,01283_2,2
658,01283,Oyonnax,01283_3,3
659,01244,Meximieux,01244_1,1
660,01244,Meximieux,01244_2,2
661,01244,Meximieux,01244_3,3
662,01244,Meximieux,01244_5,5
663,01283,Oyonnax,01283_4,4
664,01283,Oyonnax,01283_7,7
665,01283,Oyonnax,01283_8,8
666,01283,Oyonnax,01283_9,9
667,01286,Parves-et-Nattages,01286_1,1
668,01313,Prévessin-Moëns,01313_2,2
669,01313,Prévessin-Moëns,01313_3,3
670,01313,Prévessin-Moëns,01313_5,5
671,01320,Replonges,01320_1,1
672,01248,Mionnay,01248_1,1
673,01248,Mionnay,01248_2,2
674,01249,Miribel,01249_1,1
675,01249,Miribel,01249_2,2
676,01322,Reyrieux,01322_1,1
677,01322,Reyrieux,01322_2,2
678,01322,Reyrieux,01322_3,3
679,01333,Saint-André-de-Corcy,01333_1,1
680,01286,Parves-et-Nattages,01286_2,2
681,01288,Péron,01288_1,1
682,01288,Péron,01288_2,2
683,01289,Péronnas,01289_1,1
684,01249,Miribel,01249_3,3
685,01347,Saint-Didier-de-Formans,01347_2,2
686,01350,Saint-Étienne-du-Bois,01350_1,1
687,01289,Péronnas,01289_2,2
688,01289,Péronnas,01289_3,3
689,01289,Péronnas,01289_4,4
690,01301,Polliat,01301_1,1
691,01350,Saint-Étienne-du-Bois,01350_2,2
692,01313,Prévessin-Moëns,01313_1,1
693,01443,Villars-les-Dombes,01443_1,1
694,01443,Villars-les-Dombes,01443_3,3
695,01333,Saint-André-de-Corcy,01333_2,2
696,01333,Saint-André-de-Corcy,01333_3,3
697,01338,Groslée-Saint-Benoit,01338_1,1
698,01344,Saint-Denis-lès-Bourg,01344_1,1
699,01344,Saint-Denis-lès-Bourg,01344_2,2
700,01344,Saint-Denis-lès-Bourg,01344_3,3
701,01344,Saint-Denis-lès-Bourg,01344_4,4
702,01344,Saint-Denis-lès-Bourg,01344_5,5
703,01443,Villars-les-Dombes,01443_4,4
704,01450,Villieu-Loyes-Mollon,01450_1,1
705,01450,Villieu-Loyes-Mollon,01450_2,2
706,01450,Villieu-Loyes-Mollon,01450_3,3
707,01347,Saint-Didier-de-Formans,01347_1,1
714,01354,Saint-Genis-Pouilly,01354_2,2
715,01450,Villieu-Loyes-Mollon,01450_4,4
716,01451,Viriat,01451_1,1
717,01451,Viriat,01451_5,5
718,01457,Vonnas,01457_1,1
727,01354,Saint-Genis-Pouilly,01354_3,3
728,01354,Saint-Genis-Pouilly,01354_4,4
735,01363,Saint-Jean-le-Vieux,01363_1,1
736,01363,Saint-Jean-le-Vieux,01363_2,2
744,01376,Saint-Maurice-de-Beynost,01376_1,1
749,01376,Saint-Maurice-de-Beynost,01376_2,2
750,01378,Saint-Maurice-de-Gourdans,01378_1,1
759,01378,Saint-Maurice-de-Gourdans,01378_2,2
760,01389,Saint-Trivier-sur-Moignans,01389_1,1
761,01389,Saint-Trivier-sur-Moignans,01389_2,2
788,01419,Thoiry,01419_1,1
801,01419,Thoiry,01419_2,2
812,01426,Val-Revermont,01426_1,1
825,01426,Val-Revermont,01426_2,2
829,01426,Val-Revermont,01426_3,3
830,01427,Trévoux,01427_1,1
831,01427,Trévoux,01427_2,2
836,01427,Trévoux,01427_3,3
837,01427,Trévoux,01427_4,4
39610,01004,Ambérieu-en-Bugey,01004_1,1
39611,01032,Béligneux,01032_1,1
39612,01033,Valserhône,01033_11,11
39613,01033,Valserhône,01033_7,7
39614,01033,Valserhône,01033_9,9
39615,01043,Beynost,01043_1,1
39616,01049,La Boisse,01049_1,1
39617,01053,Bourg-en-Bresse,01053_10,10
39618,01053,Bourg-en-Bresse,01053_14,14
39619,01053,Bourg-en-Bresse,01053_17,17
39620,01089,Château-Gaillard,01089_2,2
39621,01159,Feillens,01159_2,2
39622,01163,Foissiat,01163_1,1
39623,01166,Frans,01166_1,1
39624,01179,Grièges,01179_1,1
39625,01189,Injoux-Génissiat,01189_1,1
39626,01202,Lagnieu,01202_4,4
39627,01244,Meximieux,01244_4,4
39628,01262,Montluel,01262_3,3
39648,01265,Montréal-la-Cluse,01265_2,2
39649,01283,Oyonnax,01283_5,5
39650,01283,Oyonnax,01283_6,6
39651,01289,Péronnas,01289_5,5
39654,01007,Ambronay,01007_1,1
39655,01007,Ambronay,01007_2,2
39660,01301,Polliat,01301_2,2
39661,01313,Prévessin-Moëns,01313_4,4
39670,01320,Replonges,01320_2,2
39672,01338,Groslée-Saint-Benoit,01338_2,2
39673,01348,Saint-Didier-sur-Chalaronne,01348_1,1
39674,01348,Saint-Didier-sur-Chalaronne,01348_2,2
39675,01354,Saint-Genis-Pouilly,01354_1,1
39684,01384,Saint-Rambert-en-Bugey,01384_1,1
39685,01384,Saint-Rambert-en-Bugey,01384_2,2
39686,01419,Thoiry,01419_3,3
39693,01443,Villars-les-Dombes,01443_2,2
39694,01451,Viriat,01451_2,2
39702,01451,Viriat,01451_3,3
39703,01451,Viriat,01451_4,4
39712,01457,Vonnas,01457_2,2
42011,01058,Brégnier-Cordon,,1
42071,01294,Peyrieu,,1
42072,01268,Murs-et-Gélignieux,,1
42073,01193,Izieu,,1
42750,01386,Saint-Sorlin-en-Bugey,,1
43002,01310,Prémeyzel,,1
43117,01329,Rossillon,,1
43222,01082,Chanay,,1
43223,01330,Ruffieu,,1
43266,01114,Confort,,1
43268,01308,Pougny,,1
43269,01109,Collonges,,1
43271,01214,Leyssard,,1
43272,01051,Bolozon,,1
43274,01017,Argis,,1
43275,01279,Oncieu,,1
43321,01257,Montanges,,1
43322,01357,Saint-Germain-de-Joux,,1
43323,01174,Giron,,1
43325,01152,Échallon,,1
43350,01209,Léaz,,1
43351,01448,Villes,,1
43352,01044,Billiat,,1
43374,01078,Challex,,1
43376,01401,Sergy,,1
43379,01397,Sauverny,,1
43383,01103,Chevry,,1
43384,01399,Ségny,,1
43386,01435,Versonnex,,1
43401,01180,Grilly,,1
43402,01153,Échenevex,,1
43404,01436,Vesancy,,1
43405,01247,Mijoux,,1
43530,01360,Saint-Jean-de-Gonville,,1
43848,01158,Farges,,1
43851,01081,Champfromier,,1
43852,01104,Chézery-Forens,,1
43865,01210,Lélex,,1
43880,01118,Corbonod,,1
43882,01012,Aranc,,1
43883,01155,Évosges,,1
43884,01076,Chaley,,1
43894,01407,Seyssel,,1
43984,01187,Haut Valromey,,1
45736,01054,Bourg-Saint-Christophe,,1
45786,01381,Saint-Nizier-le-Désert,,1
45787,01383,Saint-Paul-de-Varax,,1
45788,01336,Saint-André-sur-Vieux-Jonc,,1
45910,01010,Anglefort,,1
45911,01416,Tenay,,1
46050,01035,Belleydoux,,1
46076,01079,Champagne-en-Valromey,,1
46077,01453,Arvière-en-Valromey,,1
46156,01317,Ramasse,,1
46157,01150,Drom,,1
46191,01068,Cerdon,,1
46192,01125,Corveissiat,,1
46201,01369,Saint-Just,,1
46202,01145,Dompierre-sur-Veyle,,1
46203,01449,Villette-sur-Ain,,1
46204,01074,Chalamont,,1
46205,01090,Châtenay,,1
46206,01425,La Tranclière,,1
46207,01211,Lent,,1
46208,01069,Certines,,1
46209,01405,Servas,,1
46210,01385,Saint-Rémy,,1
46221,01197,Journans,,1
46230,01430,Varambon,,1
46231,01304,Pont-d'Ain,,1
46232,01151,Druillat,,1
46233,01273,Neuville-sur-Ain,,1
46234,01374,Saint-Martin-du-Mont,,1
46235,01422,Tossiat,,1
46237,01321,Revonnas,,1
46238,01254,Montagnat,,1
46239,01229,Malafretaz,,1
46245,01241,Meillonnas,,1
46246,01391,Salavre,,1
46247,01445,Villemotier,,1
46248,01432,Verjon,,1
46249,01127,Courmangoux,,1
46250,01038,Bény,,1
46251,01195,Jasseron,,1
46252,01314,Priay,,1
46438,01106,Cize,,1
46439,01303,Poncin,,1
46442,01331,Saint-Alban,,1
46447,01177,Grand-Corent,,1
46448,01408,Simandre-sur-Suran,,1
46449,01309,Pouillat,,1
46470,01002,L'Abergement-de-Varey,,1
46471,01056,Boyeux-Saint-Jérôme,,1
46472,01242,Mérignat,,1
46494,01199,Jujurieux,,1
46497,01077,Challes-la-Montagne,,1
46498,01404,Serrières-sur-Ain,,1
46499,01184,Hautecourt-Romanèche,,1
46500,01447,Villereversure,,1
46574,01245,Bohas-Meyriat-Rignat,,1
46585,01139,Curciat-Dongalon,,1
46586,01380,Saint-Nizier-le-Bouchoux,,1
46587,01124,Cormoz,,1
46588,01212,Lescheroux,,1
47043,01108,Coligny,,1
47161,01029,Beaupont,,1
47162,01147,Domsure,,1
47163,01296,Pirajoux,,1
47338,01204,Le Poizat-Lalleyriat,,1
47495,01274,Les Neyrolles,,1
47511,01121,Corlier,,1
47513,01191,Izenave,,1
47514,01206,Lantenay,,1
47516,01200,Labalme,,1
47517,01282,Outriaz,,1
47518,01441,Vieu-d'Izenave,,1
47520,01112,Condamine,,1
47521,01060,Brénod,,1
47522,01101,Chevillard,,1
47630,01067,Ceignes,,1
47631,01228,Maillat,,1
47633,01373,Saint-Martin-du-Frêne,,1
47951,01392,Samognat,,1
47952,01181,Groissiat,,1
47953,01237,Martignat,,1
47954,01011,Apremont,,1
47966,01171,Géovreisset,,1
47969,01087,Charix,,1
47971,01148,Dortan,,1
48023,01240,Matafelon-Granges,,1
48249,01393,Sandrans,,1
48250,01319,Relevant,,1
48284,01005,Ambérieux-en-Dombes,,1
48285,01260,Le Montellier,,1
48286,01026,Bâgé-le-Châtel,,1
48290,01307,Port,,1
48294,01293,Peyriat,,1
48297,01342,Sainte-Croix,,1
48298,01297,Pizay,,1
48299,01156,Faramans,,1
48301,01207,Lapeyrouse,,1
48302,01434,Versailleux,,1
48303,01382,Sainte-Olive,,1
48304,01052,Bouligneux,,1
48306,01299,Le Plantay,,1
48307,01359,Saint-Germain-sur-Renon,,1
48308,01235,Marlieux,,1
48309,01085,La Chapelle-du-Châtelard,,1
48310,01356,Saint-Georges-sur-Renon,,1
48313,01028,Baneins,,1
48314,01332,Saint-André-de-Bâgé,,1
48316,01335,Saint-André-le-Bouchoux,,1
48317,01328,Romans,,1
48318,01113,Condeissiat,,1
48319,01001,L'Abergement-Clémenciat,,1
48320,01284,Ozan,,1
48322,01334,Saint-André-d'Huiriat,,1
48323,01188,Illiat,,1
48333,01412,Sulignat,,1
48334,01368,Saint-Julien-sur-Veyle,,1
48335,01046,Biziat,,1
48336,01203,Laiz,,1
48337,01291,Perrex,,1
48338,01365,Saint-Jean-sur-Veyle,,1
48339,01343,Saint-Cyr-sur-Menthon,,1
48340,01134,Crottet,,
48341,01231,Manziat,,1
48342,01305,Pont-de-Vaux,,1
48343,01323,Reyssouze,,1
48345,01175,Gorrevod,,1
48346,01057,Boz,,1
48347,01102,Chevroux,,1
48348,01352,Saint-Étienne-sur-Reyssouze,,1
48349,01050,Boissey,,1
48350,01337,Saint-Bénigne,,1
48351,01016,Arbigny,,1
48352,01402,Sermoyer,,1
48356,01437,Vescours,,1
48357,01084,Chanoz-Châtenay,,1
48358,01264,Montracol,,1
48359,01096,Chaveyriat,,1
48360,01429,Vandeins,,1
48361,01259,Montcet,,1
48362,01246,Mézériat,,1
48363,01115,Confrançon,,1
48364,01140,Curtafond,,1
48365,01387,Saint-Sulpice,,1
48366,01236,Marsonnas,,1
48367,01040,Béréziat,,1
48368,01196,Jayat,,1
48369,01433,Vernoux,,1
48370,01388,Saint-Trivier-de-Courtes,,1
48371,01128,Courtes,,1
48372,01367,Saint-Julien-sur-Reyssouze,,1
48373,01364,Saint-Jean-sur-Reyssouze,,1
48375,01406,Servignat,,1
48376,01230,Mantenay-Montlin,,1
48377,01261,Monthieux,,1
48378,01375,Saint-Martin-le-Châtel,,1
48379,01346,Saint-Didier-d'Aussiat,,1
48381,01045,Birieux,,1
48384,01198,Joyeux,,1
48386,01371,Saint-Marcel,,1
48387,01362,Saint-Jean-de-Thurigneux,,1
48395,01439,Vésines,,1
48473,01306,Pont-de-Veyle,,1
48496,01136,Cruzilles-lès-Mépillat,,1
48497,01023,Asnières-sur-Saône,,1
48723,01183,Guéreins,,1
48774,01428,Valeins,,1
48779,01169,Genouilleux,,1
48876,01318,Rancé,,1
48877,01146,Dompierre-sur-Chalaronne,,1
48937,01094,Chavannes-sur-Reyssouze,,1
48940,01355,Saint-Genis-sur-Menthon,,1
48943,01252,Mogneneins,,1
48944,01420,Thoissey,,1
49008,01272,Neuville-les-Dames,,1
49051,01325,Rignieux-le-Franc,,1
49053,01213,Leyment,,1
49055,01345,Saint-Denis-en-Bugey,,1
49056,01008,Ambutrix,,1
49057,01349,Saint-Éloi,,1
49058,01379,Saint-Maurice-de-Rémens,,1
49060,01431,Vaux-en-Bugey,,1
49061,01041,Bettant,,1
49062,01107,Cleyzieu,,1
49063,01421,Torcieu,,1
49064,01129,Crans,,1
49065,01149,Douvres,,1
49066,01092,Châtillon-la-Palud,,1
49113,01370,Saint-Laurent-sur-Saône,,1
49114,01042,Bey,,1
49115,01167,Garnerans,,1
49116,01123,Cormoranche-sur-Saône,,1
49451,01366,Sainte-Julie,,1
49462,01361,Saint-Jean-de-Niost,,1
49631,01302,Pollieu,,1
49857,01073,Ceyzérieu,,1
49858,01280,Ordonnaz,,1
49859,01037,Bénonces,,1
49860,01390,Saint-Vulbas,,1
49861,01062,Bressolles,,1
49867,01424,Tramoyes,,1
49887,01290,Pérouges,,1
49888,01013,Arandas,,1
49889,01111,Conand,,1
49893,01415,Talissieu,,1
49894,01022,Artemare,,1
49896,01039,Béon,,
49897,01066,La Burbanche,,1
49898,01411,Souclin,,1
49900,01396,Sault-Brénaz,,1
49901,01047,Blyes,,1
49902,01444,Villebois,,1
49903,01019,Armix,,1
49904,01372,Saint-Martin-de-Bavel,,1
49905,01452,Virieu-le-Grand,,1
49936,01088,Charnoz-sur-Ain,,1
49939,01311,Prémillieu,,1
50166,01116,Contrevoz,,1
50173,01162,Flaxieu,,1
50175,01403,Serrières-de-Briord,,1
50176,01400,Seillonnaz,,1
50182,01418,Thil,,1
50183,01276,Niévroz,,1
50184,01141,Cuzieu,,1
50185,01219,Lompnas,,1
50186,01100,Cheignieu-la-Balme,,1
50187,01456,Vongnes,,1
50189,01255,Montagnieu,,1
50190,01208,Lavours,,1
50194,01227,Magnieu,,1
50195,01133,Cressin-Rochefort,,1
50196,01009,Andert-et-Condon,,1
50198,01233,Marchamp,,1
50199,01190,Innimond,,1
50200,01358,Saint-Germain-les-Paroisses,,1
50201,01064,Briord,,1
50540,01239,Massignieu-de-Rives,,1
50541,01006,Ambléon,,1
50869,01454,Virignin,,1
50876,01216,Lhuis,,1
50877,01110,Colomieu,,1
50878,01117,Conzieu,,1
50901,01234,Marignieu,,1
51073,01243,Messimy-sur-Saône,,1
51074,01446,Villeneuve,,1
51075,01075,Chaleins,,1
51086,01225,Lurcy,,1
51092,01258,Montceaux,,1
51093,01351,Saint-Étienne-sur-Chalaronne,,1
51097,01083,Chaneins,,1
51098,01295,Peyzieux-sur-Saône,,1
51099,01030,Beauregard,,1
51121,01061,Brens,,1
51179,01285,Parcieux,,1
51201,01423,Toussieux,,1
51216,01021,Ars-sur-Formans,,1
51217,01250,Misérieux,,1
51218,01398,Savigneux,,1
51221,01353,Sainte-Euphémie,,1
51244,01339,Saint-Bernard,,1
52685,01063,Brion,,1
52689,01410,Sonthonnax-la-Montagne,,1
52690,01267,Nurieux-Volognat,,1
52691,01170,Béard-Géovreissiat,,1
52887,01298,Plagne,,1
708,02053,Vallées en Champagne,02053_2,2
709,02053,Vallées en Champagne,02053_3,3
710,02059,Beautor,02059_1,1
711,02059,Beautor,02059_2,2
712,02059,Beautor,02059_3,3
713,02064,Belleu,02064_1,1
719,02003,Acy,02003_1,1
720,02003,Acy,02003_2,2
721,02018,Anizy-le-Grand,02018_1,1
722,02064,Belleu,02064_2,2
723,02064,Belleu,02064_3,3
724,02095,Bohain-en-Vermandois,02095_1,1
725,02095,Bohain-en-Vermandois,02095_2,2
726,02095,Bohain-en-Vermandois,02095_3,3
729,02018,Anizy-le-Grand,02018_2,2
730,02018,Anizy-le-Grand,02018_3,3
731,02028,Athies-sous-Laon,02028_1,1
732,02053,Vallées en Champagne,02053_1,1
733,02141,La Capelle,02141_2,2
734,02153,Cessières-Suzy,02153_1,1
737,02095,Bohain-en-Vermandois,02095_4,4
738,02131,Bucy-le-Long,02131_1,1
739,02131,Bucy-le-Long,02131_2,2
740,02153,Cessières-Suzy,02153_2,2
741,02163,Charly-sur-Marne,02163_1,1
742,02163,Charly-sur-Marne,02163_2,2
743,02168,Château-Thierry,02168_1,1
745,02135,Buironfosse,02135_1,1
746,02135,Buironfosse,02135_2,2
747,02173,Chauny,02173_10,10
748,02173,Chauny,02173_2,2
751,02168,Château-Thierry,02168_10,10
752,02168,Château-Thierry,02168_12,12
753,02168,Château-Thierry,02168_2,2
754,02168,Château-Thierry,02168_4,4
755,02168,Château-Thierry,02168_5,5
756,02173,Chauny,02173_3,3
757,02173,Chauny,02173_5,5
758,02173,Chauny,02173_6,6
762,02173,Chauny,02173_7,7
763,02173,Chauny,02173_8,8
764,02173,Chauny,02173_9,9
765,02243,Crouy,02243_2,2
766,02290,Essômes-sur-Marne,02290_1,1
767,02290,Essômes-sur-Marne,02290_2,2
768,02290,Essômes-sur-Marne,02290_3,3
769,02305,Fère-en-Tardenois,02305_1,1
770,02305,Fère-en-Tardenois,02305_2,2
771,02305,Fère-en-Tardenois,02305_3,3
772,02308,Fesmy-le-Sart,02308_2,2
773,02313,Flavigny-le-Grand-et-Beaurain,02313_1,1
774,02313,Flavigny-le-Grand-et-Beaurain,02313_2,2
775,02408,Laon,02408_1,1
776,02408,Laon,02408_10,10
777,02408,Laon,02408_12,12
778,02408,Laon,02408_13,13
779,02408,Laon,02408_14,14
780,02168,Château-Thierry,02168_6,6
781,02168,Château-Thierry,02168_7,7
782,02168,Château-Thierry,02168_8,8
783,02168,Château-Thierry,02168_9,9
784,02173,Chauny,02173_1,1
785,02334,Fresnoy-le-Grand,02334_1,1
786,02334,Fresnoy-le-Grand,02334_3,3
787,02340,Gauchy,02340_1,1
789,02340,Gauchy,02340_2,2
790,02340,Gauchy,02340_4,4
791,02360,Villeneuve-sur-Aisne,02360_1,1
792,02360,Villeneuve-sur-Aisne,02360_2,2
793,02360,Villeneuve-sur-Aisne,02360_3,3
794,02361,Guise,02361_1,1
795,02408,Laon,02408_15,15
796,02408,Laon,02408_16,16
797,02408,Laon,02408_17,17
798,02408,Laon,02408_19,19
799,02408,Laon,02408_2,2
800,02361,Guise,02361_2,2
802,02361,Guise,02361_3,3
803,02381,Hirson,02381_1,1
804,02381,Hirson,02381_2,2
805,02381,Hirson,02381_4,4
806,02408,Laon,02408_4,4
807,02408,Laon,02408_5,5
808,02408,Laon,02408_6,6
809,02408,Laon,02408_7,7
810,02408,Laon,02408_8,8
811,02439,Les Septvallons,02439_1,1
813,02439,Les Septvallons,02439_2,2
814,02439,Les Septvallons,02439_3,3
815,02439,Les Septvallons,02439_4,4
816,02439,Les Septvallons,02439_5,5
817,02439,Les Septvallons,02439_6,6
818,02439,Les Septvallons,02439_7,7
819,02458,Dhuys et Morin-en-Brie,02458_1,1
820,02381,Hirson,02381_5,5
821,02381,Hirson,02381_6,6
822,02381,Hirson,02381_7,7
823,02676,Saint-Erme-Outre-et-Ramecourt,02676_1,1
824,02676,Saint-Erme-Outre-et-Ramecourt,02676_2,2
826,02458,Dhuys et Morin-en-Brie,02458_2,2
827,02458,Dhuys et Morin-en-Brie,02458_3,3
828,02458,Dhuys et Morin-en-Brie,02458_4,4
832,02684,Saint-Michel,02684_1,1
833,02684,Saint-Michel,02684_2,2
834,02684,Saint-Michel,02684_3,3
835,02691,Saint-Quentin,02691_1,1
838,02468,Marle,02468_1,1
839,02468,Marle,02468_2,2
840,02502,Montcornet,02502_1,1
841,02691,Saint-Quentin,02691_10,10
842,02691,Saint-Quentin,02691_12,12
843,02691,Saint-Quentin,02691_13,13
844,02691,Saint-Quentin,02691_14,14
845,02691,Saint-Quentin,02691_15,15
846,02691,Saint-Quentin,02691_20,20
847,02691,Saint-Quentin,02691_21,21
848,02691,Saint-Quentin,02691_22,22
849,02691,Saint-Quentin,02691_23,23
850,02502,Montcornet,02502_2,
851,02549,Neuville-Saint-Amand,02549_1,1
852,02549,Neuville-Saint-Amand,02549_2,
853,02691,Saint-Quentin,02691_16,16
854,02691,Saint-Quentin,02691_17,17
855,02691,Saint-Quentin,02691_18,18
856,02691,Saint-Quentin,02691_19,19
857,02691,Saint-Quentin,02691_2,2
858,02691,Saint-Quentin,02691_24,24
859,02691,Saint-Quentin,02691_25,25
860,02691,Saint-Quentin,02691_26,26
861,02691,Saint-Quentin,02691_27,27
862,02691,Saint-Quentin,02691_29,29
863,02691,Saint-Quentin,02691_3,3
864,02691,Saint-Quentin,02691_5,5
865,02691,Saint-Quentin,02691_6,6
866,02691,Saint-Quentin,02691_7,7
867,02691,Saint-Quentin,02691_8,8
868,02555,Nogent-l'Artaud,02555_1,1
869,02555,Nogent-l'Artaud,02555_2,2
870,02558,Le Nouvion-en-Thiérache,02558_1,1
871,02558,Le Nouvion-en-Thiérache,02558_2,2
872,02691,Saint-Quentin,02691_30,30
873,02691,Saint-Quentin,02691_31,31
