,insee,nom,bureau,bv_reconciliation,bv_id
470,01004,Ambérieu-en-Bugey,01004_4,4,01004_4
471,01004,Ambérieu-en-Bugey,01004_5,5,01004_5
481,01004,Ambérieu-en-Bugey,01004_6,6,01004_6
482,01004,Ambérieu-en-Bugey,01004_7,7,01004_7
483,01004,Ambérieu-en-Bugey,01004_8,8,01004_8
484,01014,Arbent,01014_1,1,01014_1
488,01014,Arbent,01014_2,2,01014_2
489,01015,Arboys-en-Bugey,01015_1,1,01015_1
490,01015,Arboys-en-Bugey,01015_2,2,01015_2
491,01024,Attignat,01024_1,1,01024_1
494,01024,Attignat,01024_2,2,01024_2
500,01033,Valserhône,01033_2,2,01033_2
501,01033,Valserhône,01033_3,3,01033_3
502,01025,Bâgé-Dommartin,01025_1,1,01025_1
503,01025,Bâgé-Dommartin,01025_2,2,01025_2
504,01033,Valserhône,01033_4,4,01033_4
505,01033,Valserhône,01033_5,5,01033_5
506,01033,Valserhône,01033_6,6,01033_6
507,01025,Bâgé-Dommartin,01025_3,3,01025_3
508,01027,Balan,01027_1,1,01027_1
509,01027,Balan,01027_2,2,01027_2
513,01033,Valserhône,01033_8,8,01033_8
514,01034,Belley,01034_1,nan,01034_nan
518,01031,Bellignat,01031_1,1,01031_1
519,01031,Bellignat,01031_2,2,01031_2
520,01032,Béligneux,01032_2,2,01032_2
521,01033,Valserhône,01033_1,1,01033_1
522,01033,Valserhône,01033_1,1,01033_1
523,01034,Belley,01034_2,2,01034_2
524,01034,Belley,01034_3,3,01034_3
525,01034,Belley,01034_4,4,01034_4
526,01053,Bourg-en-Bresse,01053_13,13,01053_13
527,01053,Bourg-en-Bresse,01053_15,15,01053_15
528,01053,Bourg-en-Bresse,01053_16,16,01053_16
529,01053,Bourg-en-Bresse,01053_18,18,01053_18
530,01053,Bourg-en-Bresse,01053_19,19,01053_19
533,01034,Belley,01034_5,5,01034_5
534,01034,Belley,01034_6,6,01034_6
535,01053,Bourg-en-Bresse,01053_2,2,01053_2
536,01053,Bourg-en-Bresse,01053_3,3,01053_3
537,01053,Bourg-en-Bresse,01053_4,4,01053_4
538,01053,Bourg-en-Bresse,01053_5,5,01053_5
539,01053,Bourg-en-Bresse,01053_6,6,01053_6
540,01036,Valromey-sur-Séran,01036_1,1,01036_1
541,01004,Ambérieu-en-Bugey,01004_2,2,01004_2
542,01004,Ambérieu-en-Bugey,01004_3,3,01004_3
543,01071,Cessy,01071_3,3,01071_3
544,01072,Ceyzériat,01072_1,1,01072_1
545,01072,Ceyzériat,01072_2,2,01072_2
546,01053,Bourg-en-Bresse,01053_7,7,01053_7
547,01053,Bourg-en-Bresse,01053_8,8,01053_8
548,01053,Bourg-en-Bresse,01053_9,9,01053_9
549,01065,Buellas,01065_1,1,01065_1
550,01036,Valromey-sur-Séran,01036_2,2,01036_2
551,01036,Valromey-sur-Séran,01036_3,3,01036_3
552,0108,Champdor-Corcelles,01080_1,1,0108_1
553,0108,Champdor-Corcelles,01080_2,2,0108_2
554,01089,Château-Gaillard,01089_1,1,01089_1
555,01093,Châtillon-sur-Chalaronne,01093_1,1,01093_1
556,01065,Buellas,01065_2,2,01065_2
557,01071,Cessy,01071_1,1,01071_1
558,01036,Valromey-sur-Séran,01036_4,4,01036_4
559,01071,Cessy,01071_2,2,01071_2
560,01142,Dagneux,01142_1,1,01142_1
561,01142,Dagneux,01142_2,2,01142_2
562,01043,Beynost,01043_2,2,01043_2
563,01093,Châtillon-sur-Chalaronne,01093_2,2,01093_2
564,01093,Châtillon-sur-Chalaronne,01093_3,3,01093_3
565,01095,Nivigne et Suran,01095_1,1,01095_1
566,01142,Dagneux,01142_3,3,01142_3
567,01143,Divonne-les-Bains,01143_1,1,01143_1
568,01143,Divonne-les-Bains,01143_2,2,01143_2
569,01043,Beynost,01043_3,3,01043_3
570,01143,Divonne-les-Bains,01143_3,3,01143_3
571,01143,Divonne-les-Bains,01143_4,4,01143_4
572,01143,Divonne-les-Bains,01143_5,5,01143_5
573,01095,Nivigne et Suran,01095_2,2,01095_2
574,01098,Chazey-Bons,01098_1,1,01098_1
575,01098,Chazey-Bons,01098_2,2,01098_2
576,01099,Chazey-sur-Ain,01099_1,1,01099_1
577,01099,Chazey-sur-Ain,01099_2,2,01099_2
578,01105,Civrieux,01105_1,1,01105_1
579,01105,Civrieux,01105_2,2,01105_2
580,01049,La Boisse,01049_2,2,01049_2
581,01053,Bourg-en-Bresse,01053_1,1,01053_1
582,01157,Fareins,01157_1,1,01157_1
583,01157,Fareins,01157_2,2,01157_2
584,01159,Feillens,01159_1,1,01159_1
585,01053,Bourg-en-Bresse,01053_11,11,01053_11
586,0113,Bresse Vallons,01130_1,1,0113_1
587,0113,Bresse Vallons,01130_2,2,0113_2
588,01053,Bourg-en-Bresse,01053_12,12,01053_12
589,01135,Crozet,01135_1,1,01135_1
590,01135,Crozet,01135_2,2,01135_2
591,01138,Culoz,01138_1,1,01138_1
592,0116,Ferney-Voltaire,01160_1,1,0116_1
593,0116,Ferney-Voltaire,01160_2,2,0116_2
594,0116,Ferney-Voltaire,01160_3,3,0116_3
595,0116,Ferney-Voltaire,01160_4,4,0116_4
596,01202,Lagnieu,01202_2,2,01202_2
597,01138,Culoz,01138_2,2,01138_2
598,01166,Frans,01166_2,2,01166_2
599,01173,Gex,01173_1,1,01173_1
600,01173,Gex,01173_2,2,01173_2
601,01173,Gex,01173_3,3,01173_3
602,01163,Foissiat,01163_2,2,01163_2
603,01165,Francheleins,01165_1,1,01165_1
604,01165,Francheleins,01165_2,2,01165_2
605,01202,Lagnieu,01202_3,3,01202_3
606,01202,Lagnieu,01202_5,5,01202_5
607,01202,Lagnieu,01202_6,6,01202_6
608,01173,Gex,01173_4,4,01173_4
609,01173,Gex,01173_5,5,01173_5
610,01179,Grièges,01179_2,2,01179_2
611,01185,Plateau d'Hauteville,01185_1,1,01185_1
612,01249,Miribel,01249_4,4,01249_4
613,01249,Miribel,01249_5,5,01249_5
614,01249,Miribel,01249_6,6,01249_6
615,01262,Montluel,01262_1,1,01262_1
616,01215,Surjoux-Lhopital,01215_1,1,01215_1
617,01185,Plateau d'Hauteville,01185_2,2,01185_2
618,01185,Plateau d'Hauteville,01185_3,3,01185_3
619,01185,Plateau d'Hauteville,01185_4,4,01185_4
620,01215,Surjoux-Lhopital,01215_2,2,01215_2
621,01224,Loyettes,01224_1,1,01224_1
622,01224,Loyettes,01224_2,2,01224_2
623,01185,Plateau d'Hauteville,01185_5,5,01185_5
624,01185,Plateau d'Hauteville,01185_6,6,01185_6
625,01189,Injoux-Génissiat,01189_2,2,01189_2
626,01262,Montluel,01262_2,2,01262_2
627,01262,Montluel,01262_4,4,01262_4
628,01232,Marboz,01232_1,1,01232_1
629,01263,Montmerle-sur-Saône,01263_1,1,01263_1
630,01263,Montmerle-sur-Saône,01263_2,2,01263_2
631,01263,Montmerle-sur-Saône,01263_3,3,01263_3
632,01265,Montréal-la-Cluse,01265_1,1,01265_1
633,01266,Montrevel-en-Bresse,01266_1,1,01266_1
634,01189,Injoux-Génissiat,01189_3,3,01189_3
635,01192,Izernore,01192_1,1,01192_1
636,01192,Izernore,01192_2,2,01192_2
637,01194,Jassans-Riottier,01194_1,1,01194_1
638,01194,Jassans-Riottier,01194_2,2,01194_2
639,01232,Marboz,01232_2,2,01232_2
640,01194,Jassans-Riottier,01194_3,3,01194_3
641,01194,Jassans-Riottier,01194_4,4,01194_4
642,01202,Lagnieu,01202_1,1,01202_1
643,01283,Oyonnax,01283_1,1,01283_1
644,01266,Montrevel-en-Bresse,01266_2,2,01266_2
645,01269,Nantua,01269_1,1,01269_1
646,01269,Nantua,01269_2,2,01269_2
647,01238,Massieux,01238_1,1,01238_1
648,01238,Massieux,01238_2,2,01238_2
649,01275,Neyron,01275_1,1,01275_1
650,01275,Neyron,01275_2,2,01275_2
651,01277,Nivollet-Montgriffon,01277_1,1,01277_1
652,01277,Nivollet-Montgriffon,01277_2,2,01277_2
653,01281,Ornex,01281_1,1,01281_1
654,01281,Ornex,01281_2,2,01281_2
655,01283,Oyonnax,01283_1,1,01283_1
656,01283,Oyonnax,01283_11,11,01283_11
657,01283,Oyonnax,01283_2,2,01283_2
658,01283,Oyonnax,01283_3,3,01283_3
659,01244,Meximieux,01244_1,1,01244_1
660,01244,Meximieux,01244_2,2,01244_2
661,01244,Meximieux,01244_3,3,01244_3
662,01244,Meximieux,01244_5,5,01244_5
663,01283,Oyonnax,01283_4,4,01283_4
664,01283,Oyonnax,01283_7,7,01283_7
665,01283,Oyonnax,01283_8,8,01283_8
666,01283,Oyonnax,01283_9,9,01283_9
667,01286,Parves-et-Nattages,01286_1,1,01286_1
668,01313,Prévessin-Moëns,01313_2,2,01313_2
669,01313,Prévessin-Moëns,01313_3,3,01313_3
670,01313,Prévessin-Moëns,01313_5,5,01313_5
671,0132,Replonges,01320_1,1,0132_1
672,01248,Mionnay,01248_1,1,01248_1
673,01248,Mionnay,01248_2,2,01248_2
674,01249,Miribel,01249_1,1,01249_1
675,01249,Miribel,01249_2,2,01249_2
676,01322,Reyrieux,01322_1,1,01322_1
677,01322,Reyrieux,01322_2,2,01322_2
678,01322,Reyrieux,01322_3,3,01322_3
679,01333,Saint-André-de-Corcy,01333_1,1,01333_1
680,01286,Parves-et-Nattages,01286_2,2,01286_2
681,01288,Péron,01288_1,1,01288_1
682,01288,Péron,01288_2,2,01288_2
683,01289,Péronnas,01289_1,1,01289_1
684,01249,Miribel,01249_3,3,01249_3
685,01347,Saint-Didier-de-Formans,01347_2,2,01347_2
686,0135,Saint-Étienne-du-Bois,01350_1,1,0135_1
687,01289,Péronnas,01289_2,2,01289_2
688,01289,Péronnas,01289_3,3,01289_3
689,01289,Péronnas,01289_4,4,01289_4
690,01301,Polliat,01301_1,1,01301_1
691,0135,Saint-Étienne-du-Bois,01350_2,2,0135_2
692,01313,Prévessin-Moëns,01313_1,1,01313_1
693,01443,Villars-les-Dombes,01443_1,1,01443_1
694,01443,Villars-les-Dombes,01443_3,3,01443_3
695,01333,Saint-André-de-Corcy,01333_2,2,01333_2
696,01333,Saint-André-de-Corcy,01333_3,3,01333_3
697,01338,Groslée-Saint-Benoit,01338_1,1,01338_1
698,01344,Saint-Denis-lès-Bourg,01344_1,1,01344_1
699,01344,Saint-Denis-lès-Bourg,01344_2,2,01344_2
700,01344,Saint-Denis-lès-Bourg,01344_3,3,01344_3
701,01344,Saint-Denis-lès-Bourg,01344_4,4,01344_4
702,01344,Saint-Denis-lès-Bourg,01344_5,5,01344_5
703,01443,Villars-les-Dombes,01443_4,4,01443_4
704,0145,Villieu-Loyes-Mollon,01450_1,1,0145_1
705,0145,Villieu-Loyes-Mollon,01450_2,2,0145_2
706,0145,Villieu-Loyes-Mollon,01450_3,3,0145_3
707,01347,Saint-Didier-de-Formans,01347_1,1,01347_1
714,01354,Saint-Genis-Pouilly,01354_2,2,01354_2
715,0145,Villieu-Loyes-Mollon,01450_4,4,0145_4
716,01451,Viriat,01451_1,1,01451_1
717,01451,Viriat,01451_5,5,01451_5
718,01457,Vonnas,01457_1,1,01457_1
727,01354,Saint-Genis-Pouilly,01354_3,3,01354_3
728,01354,Saint-Genis-Pouilly,01354_4,4,01354_4
735,01363,Saint-Jean-le-Vieux,01363_1,1,01363_1
736,01363,Saint-Jean-le-Vieux,01363_2,2,01363_2
744,01376,Saint-Maurice-de-Beynost,01376_1,1,01376_1
749,01376,Saint-Maurice-de-Beynost,01376_2,2,01376_2
750,01378,Saint-Maurice-de-Gourdans,01378_1,1,01378_1
759,01378,Saint-Maurice-de-Gourdans,01378_2,2,01378_2
760,01389,Saint-Trivier-sur-Moignans,01389_1,1,01389_1
761,01389,Saint-Trivier-sur-Moignans,01389_2,2,01389_2
788,01419,Thoiry,01419_1,1,01419_1
801,01419,Thoiry,01419_2,2,01419_2
812,01426,Val-Revermont,01426_1,1,01426_1
825,01426,Val-Revermont,01426_2,2,01426_2
829,01426,Val-Revermont,01426_3,3,01426_3
830,01427,Trévoux,01427_1,1,01427_1
831,01427,Trévoux,01427_2,2,01427_2
836,01427,Trévoux,01427_3,3,01427_3
837,01427,Trévoux,01427_4,4,01427_4
39610,01004,Ambérieu-en-Bugey,01004_1,1,01004_1
39611,01032,Béligneux,01032_1,1,01032_1
39612,01033,Valserhône,01033_11,11,01033_11
39613,01033,Valserhône,01033_7,7,01033_7
39614,01033,Valserhône,01033_9,9,01033_9
39615,01043,Beynost,01043_1,1,01043_1
39616,01049,La Boisse,01049_1,1,01049_1
39617,01053,Bourg-en-Bresse,01053_1,1,01053_1
39618,01053,Bourg-en-Bresse,01053_14,14,01053_14
39619,01053,Bourg-en-Bresse,01053_17,17,01053_17
39620,01089,Château-Gaillard,01089_2,2,01089_2
39621,01159,Feillens,01159_2,2,01159_2
39622,01163,Foissiat,01163_1,1,01163_1
39623,01166,Frans,01166_1,1,01166_1
39624,01179,Grièges,01179_1,1,01179_1
39625,01189,Injoux-Génissiat,01189_1,1,01189_1
39626,01202,Lagnieu,01202_4,4,01202_4
39627,01244,Meximieux,01244_4,4,01244_4
39628,01262,Montluel,01262_3,3,01262_3
39648,01265,Montréal-la-Cluse,01265_2,2,01265_2
39649,01283,Oyonnax,01283_5,5,01283_5
39650,01283,Oyonnax,01283_6,6,01283_6
39651,01289,Péronnas,01289_5,5,01289_5
39654,01007,Ambronay,01007_1,1,01007_1
39655,01007,Ambronay,01007_2,2,01007_2
39660,01301,Polliat,01301_2,2,01301_2
39661,01313,Prévessin-Moëns,01313_4,4,01313_4
39670,0132,Replonges,01320_2,2,0132_2
39672,01338,Groslée-Saint-Benoit,01338_2,2,01338_2
39673,01348,Saint-Didier-sur-Chalaronne,01348_1,1,01348_1
39674,01348,Saint-Didier-sur-Chalaronne,01348_2,2,01348_2
39675,01354,Saint-Genis-Pouilly,01354_1,1,01354_1
39684,01384,Saint-Rambert-en-Bugey,01384_1,1,01384_1
39685,01384,Saint-Rambert-en-Bugey,01384_2,2,01384_2
39686,01419,Thoiry,01419_3,3,01419_3
39693,01443,Villars-les-Dombes,01443_2,2,01443_2
39694,01451,Viriat,01451_2,2,01451_2
39702,01451,Viriat,01451_3,3,01451_3
39703,01451,Viriat,01451_4,4,01451_4
39712,01457,Vonnas,01457_2,2,01457_2
42011,01058,Brégnier-Cordon,nan,1,01058_1
42071,01294,Peyrieu,nan,1,01294_1
42072,01268,Murs-et-Gélignieux,nan,1,01268_1
42073,01193,Izieu,nan,1,01193_1
42750,01386,Saint-Sorlin-en-Bugey,nan,1,01386_1
43002,0131,Prémeyzel,nan,1,0131_1
43117,01329,Rossillon,nan,1,01329_1
43222,01082,Chanay,nan,1,01082_1
43223,0133,Ruffieu,nan,1,0133_1
43266,01114,Confort,nan,1,01114_1
43268,01308,Pougny,nan,1,01308_1
43269,01109,Collonges,nan,1,01109_1
43271,01214,Leyssard,nan,1,01214_1
43272,01051,Bolozon,nan,1,01051_1
43274,01017,Argis,nan,1,01017_1
43275,01279,Oncieu,nan,1,01279_1
43321,01257,Montanges,nan,1,01257_1
43322,01357,Saint-Germain-de-Joux,nan,1,01357_1
43323,01174,Giron,nan,1,01174_1
43325,01152,Échallon,nan,1,01152_1
43350,01209,Léaz,nan,1,01209_1
43351,01448,Villes,nan,1,01448_1
43352,01044,Billiat,nan,1,01044_1
43374,01078,Challex,nan,1,01078_1
43376,01401,Sergy,nan,1,01401_1
43379,01397,Sauverny,nan,1,01397_1
43383,01103,Chevry,nan,1,01103_1
43384,01399,Ségny,nan,1,01399_1
43386,01435,Versonnex,nan,1,01435_1
43401,0118,Grilly,nan,1,0118_1
43402,01153,Échenevex,nan,1,01153_1
43404,01436,Vesancy,nan,1,01436_1
43405,01247,Mijoux,nan,1,01247_1
43530,0136,Saint-Jean-de-Gonville,nan,1,0136_1
43848,01158,Farges,nan,1,01158_1
43851,01081,Champfromier,nan,1,01081_1
43852,01104,Chézery-Forens,nan,1,01104_1
43865,0121,Lélex,nan,1,0121_1
43880,01118,Corbonod,nan,1,01118_1
43882,01012,Aranc,nan,1,01012_1
43883,01155,Évosges,nan,1,01155_1
43884,01076,Chaley,nan,1,01076_1
43894,01407,Seyssel,nan,1,01407_1
43984,01187,Haut Valromey,nan,1,01187_1
45736,01054,Bourg-Saint-Christophe,nan,1,01054_1
45786,01381,Saint-Nizier-le-Désert,nan,1,01381_1
45787,01383,Saint-Paul-de-Varax,nan,1,01383_1
45788,01336,Saint-André-sur-Vieux-Jonc,nan,1,01336_1
45910,0101,Anglefort,nan,1,0101_1
45911,01416,Tenay,nan,1,01416_1
46050,01035,Belleydoux,nan,1,01035_1
46076,01079,Champagne-en-Valromey,nan,1,01079_1
46077,01453,Arvière-en-Valromey,nan,1,01453_1
46156,01317,Ramasse,nan,1,01317_1
46157,0115,Drom,nan,1,0115_1
46191,01068,Cerdon,nan,1,01068_1
46192,01125,Corveissiat,nan,1,01125_1
46201,01369,Saint-Just,nan,1,01369_1
46202,01145,Dompierre-sur-Veyle,nan,1,01145_1
46203,01449,Villette-sur-Ain,nan,1,01449_1
46204,01074,Chalamont,nan,1,01074_1
46205,0109,Châtenay,nan,1,0109_1
46206,01425,La Tranclière,nan,1,01425_1
46207,01211,Lent,nan,1,01211_1
46208,01069,Certines,nan,1,01069_1
46209,01405,Servas,nan,1,01405_1
46210,01385,Saint-Rémy,nan,1,01385_1
46221,01197,Journans,nan,1,01197_1
46230,0143,Varambon,nan,1,0143_1
46231,01304,Pont-d'Ain,nan,1,01304_1
46232,01151,Druillat,nan,1,01151_1
46233,01273,Neuville-sur-Ain,nan,1,01273_1
46234,01374,Saint-Martin-du-Mont,nan,1,01374_1
46235,01422,Tossiat,nan,1,01422_1
46237,01321,Revonnas,nan,1,01321_1
46238,01254,Montagnat,nan,1,01254_1
46239,01229,Malafretaz,nan,1,01229_1
46245,01241,Meillonnas,nan,1,01241_1
46246,01391,Salavre,nan,1,01391_1
46247,01445,Villemotier,nan,1,01445_1
46248,01432,Verjon,nan,1,01432_1
46249,01127,Courmangoux,nan,1,01127_1
46250,01038,Bény,nan,1,01038_1
46251,01195,Jasseron,nan,1,01195_1
46252,01314,Priay,nan,1,01314_1
46438,01106,Cize,nan,1,01106_1
46439,01303,Poncin,nan,1,01303_1
46442,01331,Saint-Alban,nan,1,01331_1
46447,01177,Grand-Corent,nan,1,01177_1
46448,01408,Simandre-sur-Suran,nan,1,01408_1
46449,01309,Pouillat,nan,1,01309_1
46470,01002,L'Abergement-de-Varey,nan,1,01002_1
46471,01056,Boyeux-Saint-Jérôme,nan,1,01056_1
46472,01242,Mérignat,nan,1,01242_1
46494,01199,Jujurieux,nan,1,01199_1
46497,01077,Challes-la-Montagne,nan,1,01077_1
46498,01404,Serrières-sur-Ain,nan,1,01404_1
46499,01184,Hautecourt-Romanèche,nan,1,01184_1
46500,01447,Villereversure,nan,1,01447_1
46574,01245,Bohas-Meyriat-Rignat,nan,1,01245_1
46585,01139,Curciat-Dongalon,nan,1,01139_1
46586,0138,Saint-Nizier-le-Bouchoux,nan,1,0138_1
46587,01124,Cormoz,nan,1,01124_1
46588,01212,Lescheroux,nan,1,01212_1
47043,01108,Coligny,nan,1,01108_1
47161,01029,Beaupont,nan,1,01029_1
47162,01147,Domsure,nan,1,01147_1
47163,01296,Pirajoux,nan,1,01296_1
47338,01204,Le Poizat-Lalleyriat,nan,1,01204_1
47495,01274,Les Neyrolles,nan,1,01274_1
47511,01121,Corlier,nan,1,01121_1
47513,01191,Izenave,nan,1,01191_1
47514,01206,Lantenay,nan,1,01206_1
47516,012,Labalme,nan,1,012_1
47517,01282,Outriaz,nan,1,01282_1
47518,01441,Vieu-d'Izenave,nan,1,01441_1
47520,01112,Condamine,nan,1,01112_1
47521,0106,Brénod,nan,1,0106_1
47522,01101,Chevillard,nan,1,01101_1
47630,01067,Ceignes,nan,1,01067_1
47631,01228,Maillat,nan,1,01228_1
47633,01373,Saint-Martin-du-Frêne,nan,1,01373_1
47951,01392,Samognat,nan,1,01392_1
47952,01181,Groissiat,nan,1,01181_1
47953,01237,Martignat,nan,1,01237_1
47954,01011,Apremont,nan,1,01011_1
47966,01171,Géovreisset,nan,1,01171_1
47969,01087,Charix,nan,1,01087_1
47971,01148,Dortan,nan,1,01148_1
48023,0124,Matafelon-Granges,nan,1,0124_1
48249,01393,Sandrans,nan,1,01393_1
48250,01319,Relevant,nan,1,01319_1
48284,01005,Ambérieux-en-Dombes,nan,1,01005_1
48285,0126,Le Montellier,nan,1,0126_1
48286,01026,Bâgé-le-Châtel,nan,1,01026_1
48290,01307,Port,nan,1,01307_1
48294,01293,Peyriat,nan,1,01293_1
48297,01342,Sainte-Croix,nan,1,01342_1
48298,01297,Pizay,nan,1,01297_1
48299,01156,Faramans,nan,1,01156_1
48301,01207,Lapeyrouse,nan,1,01207_1
48302,01434,Versailleux,nan,1,01434_1
48303,01382,Sainte-Olive,nan,1,01382_1
48304,01052,Bouligneux,nan,1,01052_1
48306,01299,Le Plantay,nan,1,01299_1
48307,01359,Saint-Germain-sur-Renon,nan,1,01359_1
48308,01235,Marlieux,nan,1,01235_1
48309,01085,La Chapelle-du-Châtelard,nan,1,01085_1
48310,01356,Saint-Georges-sur-Renon,nan,1,01356_1
48313,01028,Baneins,nan,1,01028_1
48314,01332,Saint-André-de-Bâgé,nan,1,01332_1
48316,01335,Saint-André-le-Bouchoux,nan,1,01335_1
48317,01328,Romans,nan,1,01328_1
48318,01113,Condeissiat,nan,1,01113_1
48319,01001,L'Abergement-Clémenciat,nan,1,01001_1
48320,01284,Ozan,nan,1,01284_1
48322,01334,Saint-André-d'Huiriat,nan,1,01334_1
48323,01188,Illiat,nan,1,01188_1
48333,01412,Sulignat,nan,1,01412_1
48334,01368,Saint-Julien-sur-Veyle,nan,1,01368_1
48335,01046,Biziat,nan,1,01046_1
48336,01203,Laiz,nan,1,01203_1
48337,01291,Perrex,nan,1,01291_1
48338,01365,Saint-Jean-sur-Veyle,nan,1,01365_1
48339,01343,Saint-Cyr-sur-Menthon,nan,1,01343_1
48340,01134,Crottet,nan,nan,01134_nan
48341,01231,Manziat,nan,1,01231_1
48342,01305,Pont-de-Vaux,nan,1,01305_1
48343,01323,Reyssouze,nan,1,01323_1
48345,01175,Gorrevod,nan,1,01175_1
48346,01057,Boz,nan,1,01057_1
48347,01102,Chevroux,nan,1,01102_1
48348,01352,Saint-Étienne-sur-Reyssouze,nan,1,01352_1
48349,0105,Boissey,nan,1,0105_1
48350,01337,Saint-Bénigne,nan,1,01337_1
48351,01016,Arbigny,nan,1,01016_1
48352,01402,Sermoyer,nan,1,01402_1
48356,01437,Vescours,nan,1,01437_1
48357,01084,Chanoz-Châtenay,nan,1,01084_1
48358,01264,Montracol,nan,1,01264_1
48359,01096,Chaveyriat,nan,1,01096_1
48360,01429,Vandeins,nan,1,01429_1
48361,01259,Montcet,nan,1,01259_1
48362,01246,Mézériat,nan,1,01246_1
48363,01115,Confrançon,nan,1,01115_1
48364,0114,Curtafond,nan,1,0114_1
48365,01387,Saint-Sulpice,nan,1,01387_1
48366,01236,Marsonnas,nan,1,01236_1
48367,0104,Béréziat,nan,1,0104_1
48368,01196,Jayat,nan,1,01196_1
48369,01433,Vernoux,nan,1,01433_1
48370,01388,Saint-Trivier-de-Courtes,nan,1,01388_1
48371,01128,Courtes,nan,1,01128_1
48372,01367,Saint-Julien-sur-Reyssouze,nan,1,01367_1
48373,01364,Saint-Jean-sur-Reyssouze,nan,1,01364_1
48375,01406,Servignat,nan,1,01406_1
48376,0123,Mantenay-Montlin,nan,1,0123_1
48377,01261,Monthieux,nan,1,01261_1
48378,01375,Saint-Martin-le-Châtel,nan,1,01375_1
48379,01346,Saint-Didier-d'Aussiat,nan,1,01346_1
48381,01045,Birieux,nan,1,01045_1
48384,01198,Joyeux,nan,1,01198_1
48386,01371,Saint-Marcel,nan,1,01371_1
48387,01362,Saint-Jean-de-Thurigneux,nan,1,01362_1
48395,01439,Vésines,nan,1,01439_1
48473,01306,Pont-de-Veyle,nan,1,01306_1
48496,01136,Cruzilles-lès-Mépillat,nan,1,01136_1
48497,01023,Asnières-sur-Saône,nan,1,01023_1
48723,01183,Guéreins,nan,1,01183_1
48774,01428,Valeins,nan,1,01428_1
48779,01169,Genouilleux,nan,1,01169_1
48876,01318,Rancé,nan,1,01318_1
48877,01146,Dompierre-sur-Chalaronne,nan,1,01146_1
48937,01094,Chavannes-sur-Reyssouze,nan,1,01094_1
48940,01355,Saint-Genis-sur-Menthon,nan,1,01355_1
48943,01252,Mogneneins,nan,1,01252_1
48944,0142,Thoissey,nan,1,0142_1
49008,01272,Neuville-les-Dames,nan,1,01272_1
49051,01325,Rignieux-le-Franc,nan,1,01325_1
49053,01213,Leyment,nan,1,01213_1
49055,01345,Saint-Denis-en-Bugey,nan,1,01345_1
49056,01008,Ambutrix,nan,1,01008_1
49057,01349,Saint-Éloi,nan,1,01349_1
49058,01379,Saint-Maurice-de-Rémens,nan,1,01379_1
49060,01431,Vaux-en-Bugey,nan,1,01431_1
49061,01041,Bettant,nan,1,01041_1
49062,01107,Cleyzieu,nan,1,01107_1
49063,01421,Torcieu,nan,1,01421_1
49064,01129,Crans,nan,1,01129_1
49065,01149,Douvres,nan,1,01149_1
49066,01092,Châtillon-la-Palud,nan,1,01092_1
49113,0137,Saint-Laurent-sur-Saône,nan,1,0137_1
49114,01042,Bey,nan,1,01042_1
49115,01167,Garnerans,nan,1,01167_1
49116,01123,Cormoranche-sur-Saône,nan,1,01123_1
49451,01366,Sainte-Julie,nan,1,01366_1
49462,01361,Saint-Jean-de-Niost,nan,1,01361_1
49631,01302,Pollieu,nan,1,01302_1
49857,01073,Ceyzérieu,nan,1,01073_1
49858,0128,Ordonnaz,nan,1,0128_1
49859,01037,Bénonces,nan,1,01037_1
49860,0139,Saint-Vulbas,nan,1,0139_1
49861,01062,Bressolles,nan,1,01062_1
49867,01424,Tramoyes,nan,1,01424_1
49887,0129,Pérouges,nan,1,0129_1
49888,01013,Arandas,nan,1,01013_1
49889,01111,Conand,nan,1,01111_1
49893,01415,Talissieu,nan,1,01415_1
49894,01022,Artemare,nan,1,01022_1
49896,01039,Béon,nan,nan,01039_nan
49897,01066,La Burbanche,nan,1,01066_1
49898,01411,Souclin,nan,1,01411_1
49900,01396,Sault-Brénaz,nan,1,01396_1
49901,01047,Blyes,nan,1,01047_1
49902,01444,Villebois,nan,1,01444_1
49903,01019,Armix,nan,1,01019_1
49904,01372,Saint-Martin-de-Bavel,nan,1,01372_1
49905,01452,Virieu-le-Grand,nan,1,01452_1
49936,01088,Charnoz-sur-Ain,nan,1,01088_1
49939,01311,Prémillieu,nan,1,01311_1
50166,01116,Contrevoz,nan,1,01116_1
50173,01162,Flaxieu,nan,1,01162_1
50175,01403,Serrières-de-Briord,nan,1,01403_1
50176,014,Seillonnaz,nan,1,014_1
50182,01418,Thil,nan,1,01418_1
50183,01276,Niévroz,nan,1,01276_1
50184,01141,Cuzieu,nan,1,01141_1
50185,01219,Lompnas,nan,1,01219_1
50186,011,Cheignieu-la-Balme,nan,1,011_1
50187,01456,Vongnes,nan,1,01456_1
50189,01255,Montagnieu,nan,1,01255_1
50190,01208,Lavours,nan,1,01208_1
50194,01227,Magnieu,nan,1,01227_1
50195,01133,Cressin-Rochefort,nan,1,01133_1
50196,01009,Andert-et-Condon,nan,1,01009_1
50198,01233,Marchamp,nan,1,01233_1
50199,0119,Innimond,nan,1,0119_1
50200,01358,Saint-Germain-les-Paroisses,nan,1,01358_1
50201,01064,Briord,nan,1,01064_1
50540,01239,Massignieu-de-Rives,nan,1,01239_1
50541,01006,Ambléon,nan,1,01006_1
50869,01454,Virignin,nan,1,01454_1
50876,01216,Lhuis,nan,1,01216_1
