,insee,nom,bureau,bv_reconciliation,bv_id
8182,30239,Sainte-Cécile-d'Andorge,30239_1,1,30239_1
8183,30243,Saint-Christol-lez-Alès,30243_1,1,30243_1
8184,30243,Saint-Christol-lez-Alès,30243_2,2,30243_2
8185,30308,Sanilhac-Sagriès,30308_2,2,30308_2
8186,30311,Sauve,30311_2,2,30311_2
8187,30312,Sauveterre,30312_1,1,30312_1
8188,30243,Saint-Christol-lez-Alès,30243_3,3,30243_3
8189,30295,Saint-Quentin-la-Poterie,30295_1,1,30295_1
8190,30295,Saint-Quentin-la-Poterie,30295_2,2,30295_2
8191,30339,Val-d'Aigoual,30339_2,2,30339_2
8192,30243,Saint-Christol-lez-Alès,30243_4,4,30243_4
8193,30339,Val-d'Aigoual,30339_3,3,30339_3
8194,30312,Sauveterre,30312_2,2,30312_2
8195,30243,Saint-Christol-lez-Alès,30243_5,5,30243_5
8196,30339,Val-d'Aigoual,30339_4,4,30339_4
8197,30339,Val-d'Aigoual,30339_5,5,30339_5
8198,30341,Vauvert,30341_1,1,30341_1
8199,30341,Vauvert,30341_1,1,30341_1
8200,30254,Saint-Geniès-de-Comolas,30254_1,1,30254_1
8201,30315,Saze,30315_1,1,30315_1
8202,30315,Saze,30315_2,2,30315_2
8203,30254,Saint-Geniès-de-Comolas,30254_2,2,30254_2
8204,30321,Sommières,30321_1,1,30321_1
8205,30321,Sommières,30321_2,2,30321_2
8206,30321,Sommières,30321_3,3,30321_3
8207,30341,Vauvert,30341_2,2,30341_2
8208,30341,Vauvert,30341_3,3,30341_3
8209,30341,Vauvert,30341_4,4,30341_4
8210,30341,Vauvert,30341_5,5,30341_5
8211,30341,Vauvert,30341_7,7,30341_7
8212,30341,Vauvert,30341_8,8,30341_8
8213,30341,Vauvert,30341_9,9,30341_9
8214,30344,Vergèze,30344_1,1,30344_1
8215,30344,Vergèze,30344_3,3,30344_3
8216,30344,Vergèze,30344_4,4,30344_4
8217,30255,Saint-Geniès-de-Malgoirès,30255_1,1,30255_1
8218,30346,Vers-Pont-du-Gard,30346_1,1,30346_1
8219,30346,Vers-Pont-du-Gard,30346_2,2,30346_2
8220,30348,Vézénobres,30348_2,2,30348_2
8221,30325,Sumène,30325_1,1,30325_1
8222,30326,Tavel,30326_2,2,30326_2
8223,30255,Saint-Geniès-de-Malgoirès,30255_2,2,30255_2
8224,30257,Saint-Gervasy,30257_1,1,30257_1
8225,3035,Le Vigan,30350_2,2,3035_2
8226,3035,Le Vigan,30350_3,3,3035_3
8227,30331,Tresques,30331_2,2,30331_2
8228,30257,Saint-Gervasy,30257_2,2,30257_2
8229,30351,Villeneuve-lès-Avignon,30351_1,1,30351_1
8230,30351,Villeneuve-lès-Avignon,30351_2,2,30351_2
8231,30351,Villeneuve-lès-Avignon,30351_3,3,30351_3
8232,30351,Villeneuve-lès-Avignon,30351_4,4,30351_4
8233,30351,Villeneuve-lès-Avignon,30351_6,6,30351_6
8234,30351,Villeneuve-lès-Avignon,30351_7,7,30351_7
8235,30351,Villeneuve-lès-Avignon,30351_8,8,30351_8
8236,30258,Saint-Gilles,30258_1,1,30258_1
8242,30351,Villeneuve-lès-Avignon,30351_9,9,30351_9
8243,30352,Villevieille,30352_2,2,30352_2
8247,30356,Rodilhan,30356_1,1,30356_1
8248,30356,Rodilhan,30356_2,2,30356_2
8279,30333,Uchaud,30333_1,1,30333_1
8280,30333,Uchaud,30333_2,2,30333_2
8281,30333,Uchaud,30333_3,3,30333_3
8283,30334,Uzès,30334_1,1,30334_1
8312,30334,Uzès,30334_3,3,30334_3
8357,30334,Uzès,30334_4,4,30334_4
8371,30334,Uzès,30334_5,5,30334_5
8377,30339,Val-d'Aigoual,30339_1,1,30339_1
47957,30301,Saint-Victor-des-Oules,nan,1,30301_1
48087,30041,Blauzac,nan,1,30041_1
48392,30247,Saint-Denis,nan,1,30247_1
48673,30086,Collorgues,nan,1,30086_1
49167,30174,Montaren-et-Saint-Médiers,nan,1,30174_1
49236,30282,Saint-Marcel-de-Careiret,nan,1,30282_1
49276,3034,Valliguières,nan,1,3034_1
49282,3011,Flaux,nan,1,3011_1
49310,30262,Saint-Hippolyte-de-Montaigu,nan,1,30262_1
49778,30304,Salazac,nan,1,30304_1
49926,30196,Le Pin,nan,1,30196_1
49944,30317,Sernhac,nan,1,30317_1
49945,30235,Saint-Bonnet-du-Gard,nan,1,30235_1
49984,30336,Vallabrègues,nan,1,30336_1
50026,3026,Saint-Hilaire-d'Ozilhan,nan,1,3026_1
50029,30116,Fournès,nan,1,30116_1
50047,30089,Comps,nan,1,30089_1
50233,30328,Théziers,nan,1,30328_1
50911,30129,Générargues,nan,1,30129_1
51050,30165,Méjannes-lès-Alès,nan,1,30165_1
51065,30215,Rivières,nan,1,30215_1
51122,30091,Congénies,nan,1,30091_1
51124,30182,Montpezat,nan,1,30182_1
51720,30319,Serviers-et-Labaume,nan,1,30319_1
51743,30309,Sardan,nan,1,30309_1
51764,30147,Lézan,nan,1,30147_1
51795,30267,Saint-Jean-de-Serres,nan,1,30267_1
51816,30162,Massillargues-Attuech,nan,1,30162_1
51819,30144,Lecques,nan,1,30144_1
51842,30244,Saint-Clément,nan,1,30244_1
51846,30349,Vic-le-Fesq,nan,1,30349_1
51936,3017,Molières-Cavaillac,nan,1,3017_1
51939,30015,Arphy,nan,1,30015_1
51987,30226,Saint-Alexandre,nan,1,30226_1
52004,3007,Carsan,nan,1,3007_1
52020,30277,Saint-Laurent-de-Carnols,nan,1,30277_1
52030,30081,Chusclan,nan,1,30081_1
52084,30124,Le Garn,nan,1,30124_1
52089,30286,Saint-Maximin,nan,1,30286_1
52110,30337,Vallabrix,nan,1,30337_1
52117,30031,La Bastide-d'Engras,nan,1,30031_1
52120,30085,Collias,nan,1,30085_1
52121,30057,Cabrières,nan,1,30057_1
52140,30342,Vénéjan,nan,1,30342_1
52191,30279,Saint-Laurent-la-Vernède,nan,1,30279_1
52193,30299,Saint-Siffret,nan,1,30299_1
52197,30232,Saint-André-d'Olérargues,nan,1,30232_1
52234,30222,La Roque-sur-Cèze,nan,1,30222_1
52241,30288,Saint-Nazaire,nan,1,30288_1
52242,30287,Saint-Michel-d'Euzet,nan,1,30287_1
52243,30256,Saint-Gervais,nan,1,30256_1
52244,30096,Cornillon,nan,1,30096_1
52245,30251,Saint-Étienne-des-Sorts,nan,1,30251_1
52271,30201,Ponteils-et-Brésis,nan,1,30201_1
52274,30044,Bonnevaux,nan,1,30044_1
52275,30022,Aujac,nan,1,30022_1
52277,3009,Concoules,nan,1,3009_1
52278,30153,Malons-et-Elze,nan,1,30153_1
52285,30316,Sénéchas,nan,1,30316_1
52293,30178,Montfaucon,nan,1,30178_1
52341,30273,Saint-Julien-de-Peyrolas,nan,1,30273_1
52358,30242,Saint-Christol-de-Rodières,nan,1,30242_1
52359,30134,Issirac,nan,1,30134_1
52360,30005,Aiguèze,nan,1,30005_1
52363,30103,Domazan,nan,1,30103_1
52364,30143,Laval-Saint-Roman,nan,1,30143_1
52378,30107,Estézargues,nan,1,30107_1
52560,30292,Saint-Pons-la-Calm,nan,1,30292_1
52561,30076,Cavillargues,nan,1,30076_1
52562,30355,Saint-Paul-les-Fonts,nan,1,30355_1
52563,30067,La Capelle-et-Masmolène,nan,1,30067_1
52564,30205,Pougnadoresse,nan,1,30205_1
52565,30207,Pouzilhac,nan,1,30207_1
52566,30127,Gaujac,nan,1,30127_1
52567,30013,Argilliers,nan,1,30013_1
52570,30073,Castillon-du-Gard,nan,1,30073_1
52571,30145,Lédenon,nan,1,30145_1
52622,30191,Orsan,nan,1,30191_1
52645,30084,Codolet,nan,1,30084_1
52646,30149,Lirac,nan,1,30149_1
52688,30114,Fontanès,nan,1,30114_1
52692,30088,Combas,nan,1,30088_1
52695,30306,Salinelles,nan,1,30306_1
52696,30018,Aspères,nan,1,30018_1
52697,30136,Junas,nan,1,30136_1
52698,30023,Aujargues,nan,1,30023_1
52699,30098,Crespian,nan,1,30098_1
52707,30236,Saint-Bonnet-de-Salendrinque,nan,1,30236_1
52711,30335,Vabres,nan,1,30335_1
52712,30119,Fressac,nan,1,30119_1
52716,30265,Saint-Jean-de-Crieulon,nan,1,30265_1
52718,30148,Liouc,nan,1,30148_1
52721,30069,Carnas,nan,1,30069_1
52722,30298,Saint-Sébastien-d'Aigrefeuille,nan,1,30298_1
52727,30054,Brouzet-lès-Quissac,nan,1,30054_1
52733,30195,Peyrolles,nan,1,30195_1
52734,30094,Corbès,nan,1,30094_1
52735,30168,Mialet,nan,1,30168_1
52736,30246,Sainte-Croix-de-Caderle,nan,1,30246_1
52737,30111,Foissac,nan,1,30111_1
52738,30252,Saint-Félix-de-Pallières,nan,1,30252_1
52739,30172,Monoblet,nan,1,30172_1
52740,30161,Massanes,nan,1,30161_1
52741,30099,Cros,nan,1,30099_1
52742,30093,Conqueyrac,nan,1,30093_1
52743,30106,Durfort-et-Saint-Martin-de-Sossenac,nan,1,30106_1
52744,3003,Baron,nan,1,3003_1
52746,30248,Saint-Dézéry,nan,1,30248_1
52754,30322,Soudorgues,nan,1,30322_1
52755,30087,Colognac,nan,1,30087_1
52756,3008,Chamborigaud,nan,1,3008_1
52757,3014,Lasalle,nan,1,3014_1
52758,30137,Lamelouze,nan,1,30137_1
52760,30253,Saint-Florent-sur-Auzonnet,nan,1,30253_1
52761,30268,Saint-Jean-de-Valériscle,nan,1,30268_1
52762,3012,Gagnières,nan,1,3012_1
52763,30183,Moulézan,nan,1,30183_1
52764,30354,Montagnac,nan,1,30354_1
52765,30234,Saint-Bénézet,nan,1,30234_1
52766,30181,Montmirat,nan,1,30181_1
52767,30071,Cassagnoles,nan,1,30071_1
52768,30146,Lédignan,nan,1,30146_1
52769,3016,Maruéjols-lès-Gardon,nan,1,3016_1
52770,30002,Aigremont,nan,1,30002_1
52774,30159,Le Martinet,nan,1,30159_1
52775,30045,Bordezac,nan,nan,30045_nan
52783,30241,Saint-Chaptes,nan,1,30241_1
52786,302,Pompignan,nan,1,302_1
52787,30095,Corconne,nan,1,30095_1
52788,30291,Saint-Paul-la-Coste,nan,1,30291_1
52789,30329,Thoiras,nan,1,30329_1
52790,3033,Tornac,nan,1,3033_1
52970,3005,Bragassargues,nan,1,3005_1
52977,3015,Logrian-Florian,nan,1,3015_1
52979,30121,Gailhan,nan,1,30121_1
52980,30192,Orthoux-Sérignac-Quilhan,nan,1,30192_1
52981,30208,Puechredon,nan,1,30208_1
52982,30065,Canaules-et-Argentières,nan,1,30065_1
52983,30289,Saint-Nazaire-des-Gardies,nan,1,30289_1
53022,30327,Tharaux,nan,1,30327_1
53054,30101,Deaux,nan,1,30101_1
53056,30163,Mauressargues,nan,1,30163_1
53062,30104,Domessargues,nan,1,30104_1
53072,30188,Ners,nan,1,30188_1
53073,30097,Courry,nan,1,30097_1
53111,30237,Saint-Brès,nan,1,30237_1
53132,30271,Saint-Julien-de-Cassagnas,nan,1,30271_1
53133,30343,Verfeuil,nan,1,30343_1
53134,30245,Saint-Côme-et-Maruéjols,nan,1,30245_1
53135,30131,Goudargues,nan,1,30131_1
53136,30175,Montclus,nan,1,30175_1
53137,3023,Saint-André-de-Roquepertuis,nan,1,3023_1
53138,30113,Fons-sur-Lussan,nan,1,30113_1
53139,30043,Boissières,nan,1,30043_1
53140,30008,Allègre-les-Fumades,nan,1,30008_1
53141,30185,Mus,nan,1,30185_1
53142,30204,Potelières,nan,1,30204_1
53143,30303,Saint-Victor-de-Malcap,nan,1,30303_1
53144,30218,Rochegude,nan,1,30218_1
53146,30266,Saint-Jean-de-Maruéjols-et-Avéjan,nan,1,30266_1
53147,30164,Méjannes-le-Clap,nan,1,30164_1
53148,30293,Saint-Privat-de-Champclos,nan,1,30293_1
53149,30068,Cardet,nan,1,30068_1
53150,30314,Savignargues,nan,1,30314_1
53151,303,Saint-Théodorit,nan,1,303_1
53152,30066,Cannes-et-Clairan,nan,1,30066_1
53156,30233,Saint-Bauzély,nan,1,30233_1
53158,30224,La Rouvière,nan,1,30224_1
53159,30281,Saint-Mamert-du-Gard,nan,1,30281_1
53160,3018,Montignargues,nan,1,3018_1
53161,30112,Fons,nan,1,30112_1
53162,30122,Gajan,nan,1,30122_1
53163,30193,Parignargues,nan,1,30193_1
53164,30249,Saint-Dionisy,nan,1,30249_1
53169,3032,Seynes,nan,1,3032_1
53171,30049,Bourdic,nan,1,30049_1
53174,30126,Garrigues-Sainte-Eulalie,nan,1,30126_1
53175,30021,Aubussargues,nan,1,30021_1
53176,30338,Vallérargues,nan,1,30338_1
53177,30115,Fontarèches,nan,1,30115_1
53178,30056,La Bruguière,nan,1,30056_1
53179,30035,Belvézet,nan,1,30035_1
53180,30001,Aigaliers,nan,1,30001_1
53181,30014,Arpaillargues-et-Aureilhac,nan,1,30014_1
53182,30102,Dions,nan,1,30102_1
53183,30197,Les Plans,nan,1,30197_1
53185,30318,Servas,nan,1,30318_1
53189,30187,Navacelles,nan,1,30187_1
53190,30048,Bouquet,nan,1,30048_1
53196,30151,Lussan,nan,1,30151_1
53197,30053,Brignon,nan,1,30053_1
53198,30313,Sauzet,nan,1,30313_1
53199,30184,Moussac,nan,1,30184_1
53200,30055,Brouzet-lès-Alès,nan,1,30055_1
53201,30261,Saint-Hippolyte-de-Caton,nan,1,30261_1
53202,30275,Saint-Just-et-Vacquières,nan,1,30275_1
53203,30177,Monteils,nan,1,30177_1
53204,30046,Boucoiran-et-Nozières,nan,1,30046_1
53205,301,Cruviers-Lascours,nan,1,301_1
53206,30072,Castelnau-Valence,nan,1,30072_1
53207,3024,Saint-Césaire-de-Gauzignan,nan,1,3024_1
53208,30285,Saint-Maurice-de-Cazevieille,nan,1,30285_1
53209,30264,Saint-Jean-de-Ceyrargues,nan,1,30264_1
53210,30109,Euzet,nan,1,30109_1
53211,30173,Mons,nan,1,30173_1
53213,30158,Martignargues,nan,1,30158_1
53214,3025,Saint-Étienne-de-l'Olm,nan,1,3025_1
53244,30324,Souvignargues,nan,1,30324_1
53304,3031,Saumane,nan,1,3031_1
53305,30108,L'Estréchure,nan,1,30108_1
53306,30283,Saint-Martial,nan,1,30283_1
53307,30058,La Cadière-et-Cambo,nan,1,30058_1
53308,30296,Saint-Roman-de-Codières,nan,1,30296_1
53333,30345,La Vernarède,nan,1,30345_1
53334,30079,Chambon,nan,1,30079_1
53335,3027,Saint-Jean-du-Pin,nan,1,3027_1
53336,30203,Portes,nan,nan,30203_nan
53337,30323,Soustelle,nan,1,30323_1
53338,30194,Peyremale,nan,1,30194_1
53339,30347,Vestric-et-Candiac,nan,1,30347_1
53411,3022,Roquedur,nan,1,3022_1
53415,30231,Saint-André-de-Valborgne,nan,1,30231_1
53416,30198,Les Plantiers,nan,1,30198_1
53417,30272,Saint-Julien-de-la-Nef,nan,1,30272_1
53443,30238,Saint-Bresson,nan,1,30238_1
53444,30199,Pommiers,nan,1,30199_1
53445,30154,Mandagout,nan,1,30154_1
53447,30024,Aulas,nan,1,30024_1
53448,30026,Avèze,nan,1,30026_1
53498,30064,Campestre-et-Luc,nan,1,30064_1
53499,30139,Lanuéjols,nan,1,30139_1
53500,30332,Trèves,nan,1,30332_1
53519,3028,Saint-Laurent-le-Minier,nan,1,3028_1
53539,30016,Arre,nan,1,30016_1
53546,30213,Revens,nan,1,30213_1
53547,30074,Causse-Bégon,nan,1,30074_1
53552,30105,Dourbies,nan,1,30105_1
53555,30038,Bez-et-Esparon,nan,1,30038_1
54345,30009,Alzon,nan,1,30009_1
54347,30017,Arrigas,nan,1,30017_1
54348,30025,Aumessas,nan,1,30025_1
54349,30297,Saint-Sauveur-Camprieu,nan,1,30297_1
55486,30353,Vissec,nan,1,30353_1
55487,3004,Blandas,nan,1,3004_1
55488,30176,Montdardier,nan,1,30176_1
55489,30219,Rogues,nan,1,30219_1
0,31384,Montlaur,nan,1,31384_1
1,31402,Odars,nan,1,31402_1
362,31022,Aucamville,31022_4,4,31022_4
371,31036,Auzielle,31036_1,1,31036_1
372,31044,Balma,31044_15,15,31044_15
373,31069,Blagnac,31069_13,13,31069_13
389,31069,Blagnac,31069_19,19,31069_19
394,31069,Blagnac,31069_21,21,31069_21
395,31069,Blagnac,31069_9,9,31069_9
396,31069,Blagnac,31069_7,7,31069_7
397,31069,Blagnac,31069_8,8,31069_8
398,311,Calmont,31100_1,1,311_1
399,31091,Bruguières,31091_1,1,31091_1
400,3116,Daux,31160_1,1,3116_1
401,31182,Fenouillet,31182_1,1,31182_1
402,31187,Fonsorbes,31187_12,12,31187_12
407,31118,Castelnau-d'Estrétefonds,31118_3,3,31118_3
408,31248,Labarthe-sur-Lèze,31248_4,4,31248_4
409,31252,Labastide-Saint-Sernin,31252_2,2,31252_2
410,31232,Grenade,31232_5,5,31232_5
411,31149,Colomiers,31149_13,13,31149_13
412,31253,Labastidette,31253_1,1,31253_1
413,31254,Labège,31254_3,3,31254_3
414,31293,Lespinasse,31293_1,1,31293_1
417,31149,Colomiers,31149_15,15,31149_15
418,31228,Gragnague,31228_1,1,31228_1
419,31228,Gragnague,31228_2,2,31228_2
420,31356,Montaigut-sur-Save,31356_1,1,31356_1
421,31358,Montastruc-la-Conseillère,31358_1,1,31358_1
422,31263,Lagardelle-sur-Lèze,31263_1,1,31263_1
423,31149,Colomiers,31149_7,7,31149_7
424,31395,Muret,31395_4,4,31395_4
425,31303,Longages,31303_1,1,31303_1
426,31375,Montesquieu-Volvestre,31375_1,1,31375_1
427,31375,Montesquieu-Volvestre,31375_3,3,31375_3
428,31417,Pibrac,31417_6,6,31417_6
429,31395,Muret,31395_9,9,31395_9
430,31324,Martres-Tolosane,31324_1,1,31324_1
431,31364,Montberon,31364_2,2,31364_2
435,31555,Toulouse,31555_176,176,31555_176
436,31417,Pibrac,31417_5,5,31417_5
437,31395,Muret,31395_11,11,31395_11
438,31395,Muret,31395_1,1,31395_1
439,31395,Muret,31395_12,12,31395_12
440,31433,Portet-sur-Garonne,31433_8,8,31433_8
441,31445,Quint-Fonsegrives,31445_4,4,31445_4
442,31555,Toulouse,31555_187,187,31555_187
443,31555,Toulouse,31555_193,193,31555_193
444,31555,Toulouse,31555_202,202,31555_202
445,31555,Toulouse,31555_209,209,31555_209
446,31446,Ramonville-Saint-Agne,31446_5,5,31446_5
447,3142,Pinsaguel,31420_1,1,3142_1
448,31433,Portet-sur-Garonne,31433_5,5,31433_5
449,31555,Toulouse,31555_137,137,31555_137
450,31555,Toulouse,31555_146,146,31555_146
451,31555,Toulouse,31555_38,38,31555_38
452,31555,Toulouse,31555_4,4,31555_4
453,31555,Toulouse,31555_49,49,31555_49
454,31555,Toulouse,31555_22,22,31555_22
455,31555,Toulouse,31555_23,23,31555_23
456,31555,Toulouse,31555_239,239,31555_239
457,31451,Revel,31451_7,7,31451_7
458,31555,Toulouse,31555_93,93,31555_93
459,31555,Toulouse,31555_24,24,31555_24
460,31555,Toulouse,31555_51,51,31555_51
461,31555,Toulouse,31555_54,54,31555_54
462,31555,Toulouse,31555_7,7,31555_7
463,31555,Toulouse,31555_74,74,31555_74
464,31555,Toulouse,31555_75,75,31555_75
465,31458,Roques,31458_3,3,31458_3
466,3148,Sainte-Foy-d'Aigrefeuille,31480_1,1,3148_1
467,31523,Salies-du-Salat,31523_2,2,31523_2
468,31555,Toulouse,31555_86,86,31555_86
469,31555,Toulouse,31555_89,89,31555_89
472,31573,Verfeil,31573_3,3,31573_3
473,31574,Vernet,31574_1,1,31574_1
474,31574,Vernet,31574_2,2,31574_2
475,31483,Saint-Gaudens,31483_8,8,31483_8
476,31506,Saint-Orens-de-Gameville,31506_3,3,31506_3
477,31555,Toulouse,31555_108,108,31555_108
478,31584,Villemur-sur-Tarn,31584_5,5,31584_5
479,31561,L'Union,31561_6,6,31561_6
480,31584,Villemur-sur-Tarn,31584_7,7,31584_7
485,31547,Seysses,31547_5,5,31547_5
486,31555,Toulouse,31555_1,1,31555_1
487,31555,Toulouse,31555_107,107,31555_107
492,31587,Villeneuve-lès-Bouloc,31587_1,1,31587_1
495,31555,Toulouse,31555_166,166,31555_166
496,31555,Toulouse,31555_167,167,31555_167
497,31555,Toulouse,31555_173,173,31555_173
8237,31022,Aucamville,31022_2,2,31022_2
8238,31022,Aucamville,31022_3,3,31022_3
8239,31022,Aucamville,31022_5,5,31022_5
8240,31022,Aucamville,31022_6,6,31022_6
8241,31022,Aucamville,31022_7,7,31022_7
8244,31032,Aussonne,31032_1,1,31032_1
8245,31032,Aussonne,31032_2,2,31032_2
8246,31032,Aussonne,31032_3,3,31032_3
8249,31003,Aigrefeuille,31003_1,1,31003_1
8250,31003,Aigrefeuille,31003_2,2,31003_2
8251,31032,Aussonne,31032_4,4,31032_4
8252,31032,Aussonne,31032_5,5,31032_5
8253,31004,Ayguesvives,31004_1,1,31004_1
8254,31004,Ayguesvives,31004_2,2,31004_2
8255,31022,Aucamville,31022_1,1,31022_1
8256,31032,Aussonne,31032_6,6,31032_6
8257,31033,Auterive,31033_1,1,31033_1
8258,31033,Auterive,31033_2,2,31033_2
8259,31033,Auterive,31033_3,3,31033_3
8260,31035,Auzeville-Tolosane,31035_1,1,31035_1
8261,31035,Auzeville-Tolosane,31035_2,2,31035_2
8262,31035,Auzeville-Tolosane,31035_3,3,31035_3
8263,31036,Auzielle,31036_2,2,31036_2
8264,31037,Avignonet-Lauragais,31037_1,1,31037_1
8265,31037,Avignonet-Lauragais,31037_2,2,31037_2
8266,31042,Bagnères-de-Luchon,31042_1,1,31042_1
8267,31033,Auterive,31033_4,4,31033_4
8268,31033,Auterive,31033_5,5,31033_5
8269,31033,Auterive,31033_6,6,31033_6
8270,31033,Auterive,31033_7,7,31033_7
8271,31042,Bagnères-de-Luchon,31042_2,2,31042_2
8272,31042,Bagnères-de-Luchon,31042_3,3,31042_3
8273,31033,Auterive,31033_8,8,31033_8
8274,31044,Balma,31044_1,1,31044_1
8275,31044,Balma,31044_1,1,31044_1
8276,31044,Balma,31044_11,11,31044_11
8277,31044,Balma,31044_12,12,31044_12
8278,31044,Balma,31044_4,4,31044_4
8282,31044,Balma,31044_5,5,31044_5
8284,31044,Balma,31044_13,13,31044_13
8285,31044,Balma,31044_14,14,31044_14
8286,31044,Balma,31044_2,2,31044_2
8287,31044,Balma,31044_3,3,31044_3
8288,31044,Balma,31044_6,6,31044_6
8289,31044,Balma,31044_7,7,31044_7
8290,31044,Balma,31044_8,8,31044_8
8291,31066,Bessières,31066_2,2,31066_2
8292,31066,Bessières,31066_3,3,31066_3
8293,31066,Bessières,31066_4,4,31066_4
8294,31044,Balma,31044_9,9,31044_9
8295,31048,Baziège,31048_1,1,31048_1
8296,31048,Baziège,31048_2,2,31048_2
8297,31069,Blagnac,31069_1,1,31069_1
8298,31069,Blagnac,31069_1,1,31069_1
8299,31069,Blagnac,31069_11,11,31069_11
8300,31069,Blagnac,31069_12,12,31069_12
8301,31069,Blagnac,31069_14,14,31069_14
8302,31048,Baziège,31048_3,3,31048_3
8303,31056,Beauzelle,31056_1,1,31056_1
8304,31056,Beauzelle,31056_2,2,31056_2
8305,31056,Beauzelle,31056_3,3,31056_3
8306,31056,Beauzelle,31056_4,4,31056_4
8307,31069,Blagnac,31069_15,15,31069_15
8308,31069,Blagnac,31069_16,16,31069_16
8309,31069,Blagnac,31069_17,17,31069_17
8310,31069,Blagnac,31069_18,18,31069_18
8311,31069,Blagnac,31069_2,2,31069_2
8313,31056,Beauzelle,31056_5,5,31056_5
8314,31056,Beauzelle,31056_6,6,31056_6
8315,31069,Blagnac,31069_2,2,31069_2
8316,31069,Blagnac,31069_22,22,31069_22
8317,31069,Blagnac,31069_3,3,31069_3
8318,31069,Blagnac,31069_4,4,31069_4
8319,31069,Blagnac,31069_5,5,31069_5
8320,31069,Blagnac,31069_6,6,31069_6
8321,31057,Belberaud,31057_1,1,31057_1
8322,31057,Belberaud,31057_2,2,31057_2
8323,31065,Bérat,31065_1,1,31065_1
8324,31065,Bérat,31065_2,2,31065_2
8325,31066,Bessières,31066_1,1,31066_1
8326,31079,Bouloc,31079_1,1,31079_1
8327,31079,Bouloc,31079_2,2,31079_2
8328,31079,Bouloc,31079_3,3,31079_3
8329,31107,Carbonne,31107_2,2,31107_2
8330,3108,Boulogne-sur-Gesse,31080_1,1,3108_1
8331,3108,Boulogne-sur-Gesse,31080_2,2,3108_2
8332,31085,Boutx,31085_1,1,31085_1
8333,31085,Boutx,31085_2,2,31085_2
8334,31088,Brax,31088_1,1,31088_1
8335,31088,Brax,31088_2,2,31088_2
8336,31107,Carbonne,31107_3,3,31107_3
8337,31107,Carbonne,31107_4,4,31107_4
8338,31113,Castanet-Tolosan,31113_1,1,31113_1
8339,31091,Bruguières,31091_2,2,31091_2
8340,31091,Bruguières,31091_3,3,31091_3
8341,31091,Bruguières,31091_4,4,31091_4
8342,31094,Buzet-sur-Tarn,31094_1,1,31094_1
8343,31113,Castanet-Tolosan,31113_1,1,31113_1
8344,31113,Castanet-Tolosan,31113_11,11,31113_11
8345,31113,Castanet-Tolosan,31113_12,12,31113_12
8346,31113,Castanet-Tolosan,31113_2,2,31113_2
8347,31094,Buzet-sur-Tarn,31094_2,2,31094_2
8348,311,Calmont,31100_2,2,311_2
8349,31113,Castanet-Tolosan,31113_3,3,31113_3
8350,31113,Castanet-Tolosan,31113_4,4,31113_4
8351,31113,Castanet-Tolosan,31113_5,5,31113_5
8352,31113,Castanet-Tolosan,31113_6,6,31113_6
8353,31113,Castanet-Tolosan,31113_7,7,31113_7
8354,31106,Caraman,31106_1,1,31106_1
8355,31106,Caraman,31106_2,2,31106_2
8356,31113,Castanet-Tolosan,31113_8,8,31113_8
8358,31113,Castanet-Tolosan,31113_9,9,31113_9
8359,31107,Carbonne,31107_1,1,31107_1
8360,31116,Castelginest,31116_5,5,31116_5
8361,31116,Castelginest,31116_6,6,31116_6
8362,31116,Castelginest,31116_7,7,31116_7
8363,31116,Castelginest,31116_8,8,31116_8
8364,31116,Castelginest,31116_1,1,31116_1
8365,31116,Castelginest,31116_2,2,31116_2
8366,31116,Castelginest,31116_3,3,31116_3
8367,31117,Castelmaurou,31117_1,1,31117_1
8368,31117,Castelmaurou,31117_2,2,31117_2
8369,31117,Castelmaurou,31117_3,3,31117_3
8370,31118,Castelnau-d'Estrétefonds,31118_1,1,31118_1
8372,31116,Castelginest,31116_4,4,31116_4
8373,3115,Cornebarrieu,31150_6,6,3115_6
8374,31157,Cugnaux,31157_1,1,31157_1
8375,31157,Cugnaux,31157_1,1,31157_1
8376,31157,Cugnaux,31157_11,11,31157_11
8378,31149,Colomiers,31149_14,14,31149_14
8379,31149,Colomiers,31149_16,16,31149_16
8380,31149,Colomiers,31149_17,17,31149_17
8381,31149,Colomiers,31149_18,18,31149_18
8382,31157,Cugnaux,31157_12,12,31157_12
8383,31157,Cugnaux,31157_13,13,31157_13
8384,31149,Colomiers,31149_19,19,31149_19
8385,31149,Colomiers,31149_2,2,31149_2
8386,31149,Colomiers,31149_2,2,31149_2
8387,31149,Colomiers,31149_21,21,31149_21
8388,31118,Castelnau-d'Estrétefonds,31118_2,2,31118_2
8389,31118,Castelnau-d'Estrétefonds,31118_4,4,31118_4
8390,31118,Castelnau-d'Estrétefonds,31118_5,5,31118_5
8391,31157,Cugnaux,31157_14,14,31157_14
8392,31149,Colomiers,31149_22,22,31149_22
8393,31149,Colomiers,31149_23,23,31149_23
8394,31149,Colomiers,31149_24,24,31149_24
8395,31157,Cugnaux,31157_15,15,31157_15
8396,31157,Cugnaux,31157_2,2,31157_2
8397,31157,Cugnaux,31157_3,3,31157_3
8398,31157,Cugnaux,31157_4,4,31157_4
8399,31157,Cugnaux,31157_5,5,31157_5
8400,31157,Cugnaux,31157_6,6,31157_6
8401,31157,Cugnaux,31157_7,7,31157_7
